Date,Open,High,Low,Close,Adj Close,Volume,Return
2020-05-04,5763.10009765625,5792.89990234375,5702.0,5753.7998046875,5753.7998046875,1038977200,-0.0016137656488965924
2020-05-05,5753.7998046875,5869.5,5753.7998046875,5849.39990234375,5849.39990234375,969041200,0.016615124074766507
2020-05-06,5849.39990234375,5897.39990234375,5839.60009765625,5853.7998046875,5853.7998046875,973242800,0.0007521972197501725
2020-05-07,5853.7998046875,5941.89990234375,5853.60009765625,5936.0,5936.0,967707400,0.014042194481382442
2020-05-11,5936.0,5999.10009765625,5898.2998046875,5939.7001953125,5939.7001953125,1041393600,0.0006233482669306678
2020-05-12,5939.7001953125,6013.0,5911.39990234375,5994.7998046875,5994.7998046875,939767700,0.009276496719225591
2020-05-13,5994.7998046875,5994.7998046875,5893.39990234375,5904.10009765625,5904.10009765625,1055705500,-0.015129730764375071
2020-05-14,5904.10009765625,5904.10009765625,5661.10009765625,5741.5,5741.5,1152459900,-0.02754020002486024
2020-05-15,5741.5,5837.89990234375,5741.5,5799.7998046875,5799.7998046875,927433300,0.010154106886266723
2020-05-18,5799.7998046875,6058.2001953125,5799.60009765625,6048.60009765625,6048.60009765625,930325200,0.04289808292480468
2020-05-19,6048.60009765625,6112.0,5965.10009765625,6002.2001953125,6002.2001953125,1001641500,-0.007671180371426667
2020-05-20,6002.2001953125,6074.5,5961.60009765625,6067.2001953125,6067.2001953125,925383600,0.010829362214669569
2020-05-21,6067.2001953125,6093.7001953125,6004.10009765625,6015.2998046875,6015.2998046875,1135941900,-0.008554257145676147
2020-05-22,6015.2998046875,6015.2998046875,5888.60009765625,5993.2998046875,5993.2998046875,986007000,-0.003657340567274181
2020-05-26,5993.2998046875,6130.10009765625,5993.2998046875,6067.7998046875,6067.7998046875,1252539600,0.012430547849739071
2020-05-27,6067.7998046875,6168.0,6067.7998046875,6144.2998046875,6144.2998046875,1559401400,0.012607535261941694
2020-05-28,6144.2998046875,6234.0,6144.2998046875,6218.7998046875,6218.7998046875,1210102000,0.012125059383196746
2020-05-29,6218.7998046875,6218.7998046875,6060.2001953125,6076.60009765625,6076.60009765625,2246313300,-0.02286610141784351
2020-06-01,6076.60009765625,6179.2998046875,6076.60009765625,6166.39990234375,6166.39990234375,742112200,0.014777968476506365
2020-06-02,6166.39990234375,6238.2998046875,6165.10009765625,6220.10009765625,6220.10009765625,1192259900,0.008708516502812236
2020-06-03,6220.10009765625,6394.7001953125,6220.10009765625,6382.39990234375,6382.39990234375,1232836600,0.02609279627970218
2020-06-04,6382.39990234375,6402.60009765625,6314.60009765625,6341.39990234375,6341.39990234375,1041769100,-0.006423915866654473
2020-06-05,6341.39990234375,6490.0,6341.39990234375,6484.2998046875,6484.2998046875,1398374600,0.022534441061024202
2020-06-08,6484.2998046875,6511.7998046875,6423.10009765625,6472.60009765625,6472.60009765625,1305560800,-0.0018043130921849837
2020-06-09,6472.60009765625,6475.0,6325.10009765625,6335.7001953125,6335.7001953125,1322614400,-0.021150681376611247
2020-06-10,6335.7001953125,6387.39990234375,6293.7998046875,6329.10009765625,6329.10009765625,1115769600,-0.001041731371874799
2020-06-11,6329.10009765625,6329.10009765625,6076.7001953125,6076.7001953125,6076.7001953125,1117426600,-0.03987927168938554
2020-06-12,6076.7001953125,6184.2998046875,5993.2001953125,6105.2001953125,6105.2001953125,1059920700,0.004690045433208168
2020-06-15,6105.2001953125,6105.2001953125,5952.39990234375,6064.7001953125,6064.7001953125,907815700,-0.006633689101807949
2020-06-16,6064.7001953125,6299.0,6064.7001953125,6242.7998046875,6242.7998046875,1028926100,0.029366597463903688
2020-06-17,6242.7998046875,6309.7001953125,6233.2001953125,6253.2998046875,6253.2998046875,863307200,0.0016819376447272383
2020-06-18,6253.2998046875,6285.0,6184.89990234375,6224.10009765625,6224.10009765625,782893800,-0.004669487781372883
2020-06-19,6224.10009765625,6319.7998046875,6224.10009765625,6292.60009765625,6292.60009765625,1685754500,0.011005607063709455
2020-06-22,6292.60009765625,6309.0,6225.5,6244.60009765625,6244.60009765625,793214300,-0.0076280073824933625
2020-06-23,6244.60009765625,6342.2001953125,6244.60009765625,6320.10009765625,6320.10009765625,685327800,0.012090445956393081
2020-06-24,6320.10009765625,6320.10009765625,6123.7001953125,6123.7001953125,6123.7001953125,768655700,-0.03107544173494703
2020-06-25,6123.7001953125,6162.39990234375,6029.2998046875,6147.10009765625,6147.10009765625,813511600,0.00382120312840617
2020-06-26,6147.10009765625,6262.10009765625,6147.10009765625,6159.2998046875,6159.2998046875,698906500,0.0019846280095392466
2020-06-29,6159.2998046875,6252.0,6123.0,6225.7998046875,6225.7998046875,720430800,0.010796681783437512
2020-06-30,6225.7998046875,6237.5,6147.0,6169.7001953125,6169.7001953125,827284200,-0.009010827706467772
2020-07-01,6169.7001953125,6202.0,6084.5,6158.0,6158.0,724502100,-0.0018963960876720032
2020-07-02,6158.0,6258.60009765625,6158.0,6240.39990234375,6240.39990234375,806189500,0.013380951988267276
2020-07-03,6240.39990234375,6262.7001953125,6137.10009765625,6157.2998046875,6157.2998046875,504568000,-0.013316469930883645
2020-07-06,6157.2998046875,6304.2001953125,6157.2998046875,6285.89990234375,6285.89990234375,697122600,0.020885794379924105
2020-07-07,6285.89990234375,6285.89990234375,6180.0,6189.89990234375,6189.89990234375,600362300,-0.015272276283656017
2020-07-08,6189.89990234375,6208.39990234375,6144.5,6156.2001953125,6156.2001953125,625796600,-0.0054443056532287315
2020-07-09,6156.2001953125,6176.7998046875,6040.2998046875,6049.60009765625,6049.60009765625,670967000,-0.017315891990877463
2020-07-10,6049.60009765625,6108.2001953125,6003.2001953125,6095.39990234375,6095.39990234375,685330800,0.007570716071834793
2020-07-13,6095.39990234375,6187.2998046875,6095.39990234375,6176.2001953125,6176.2001953125,614241100,0.013255946166498722
2020-07-14,6176.2001953125,6179.7998046875,6093.2001953125,6179.7998046875,6179.7998046875,717546900,0.0005828194134205322
2020-07-15,6179.7998046875,6323.60009765625,6179.7998046875,6292.7001953125,6292.7001953125,747302000,0.018269263437848293
2020-07-16,6292.7001953125,6296.7998046875,6227.2998046875,6250.7001953125,6250.7001953125,521796200,-0.00667440028865296
2020-07-17,6250.7001953125,6293.7001953125,6230.0,6290.2998046875,6290.2998046875,687096800,0.006335227756515405
2020-07-20,6290.2998046875,6297.60009765625,6222.2001953125,6261.5,6261.5,494263500,-0.004578447066392322
2020-07-21,6261.5,6315.7001953125,6253.89990234375,6269.7001953125,6269.7001953125,753531600,0.0013096215463546113
2020-07-22,6269.7001953125,6271.0,6197.5,6207.10009765625,6207.10009765625,745230100,-0.009984544030199771
2020-07-23,6207.10009765625,6273.60009765625,6202.89990234375,6211.39990234375,6211.39990234375,605739200,0.0006927235939249154
2020-07-24,6211.39990234375,6211.39990234375,6099.10009765625,6123.7998046875,6123.7998046875,679819200,-0.014103116694063722
2020-07-27,6123.7998046875,6127.60009765625,6086.60009765625,6104.89990234375,6104.89990234375,704383900,-0.0030863031037172695
2020-07-28,6104.89990234375,6149.89990234375,6083.7001953125,6129.2998046875,6129.2998046875,612575200,0.003996773531762976
2020-07-29,6129.2998046875,6155.10009765625,6116.7001953125,6131.5,6131.5,718093000,0.000358963565596504
2020-07-30,6131.5,6145.7998046875,5924.7001953125,5990.0,5990.0,1229813400,-0.023077550354725584
2020-07-31,5990.0,6046.2998046875,5897.7998046875,5897.7998046875,5897.7998046875,1007598800,-0.015392353140651127
2020-08-03,5897.7998046875,6038.7998046875,5857.10009765625,6032.89990234375,6032.89990234375,948540800,0.022906863937442346
2020-08-04,6032.89990234375,6056.5,5986.7998046875,6036.0,6036.0,766666900,0.0005138652565817026
2020-08-05,6036.0,6111.5,6036.0,6104.7001953125,6104.7001953125,715558400,0.011381742099486392
2020-08-06,6104.7001953125,6104.7001953125,5980.39990234375,6026.89990234375,6026.89990234375,629266500,-0.012744326581097143
2020-08-07,6026.89990234375,6046.0,5996.7001953125,6032.2001953125,6032.2001953125,540972400,0.0008794393559927727
2020-08-10,6032.2001953125,6099.5,6028.5,6050.60009765625,6050.60009765625,558064500,0.003050280452901344
2020-08-11,6050.60009765625,6206.0,6050.60009765625,6154.2998046875,6154.2998046875,758790700,0.01713874745604471
2020-08-12,6154.2998046875,6297.2001953125,6151.60009765625,6280.10009765625,6280.10009765625,680848000,0.020441040729431537
2020-08-13,6280.10009765625,6280.10009765625,6185.60009765625,6185.60009765625,6185.60009765625,515765800,-0.015047530856278524
2020-08-14,6185.60009765625,6185.60009765625,6036.10009765625,6090.0,6090.0,513442300,-0.01545526644900197
2020-08-17,6090.0,6140.2001953125,6061.5,6127.39990234375,6127.39990234375,500314600,0.006141199071223236
2020-08-18,6127.39990234375,6162.7001953125,6062.60009765625,6076.60009765625,6076.60009765625,502242600,-0.008290597234900443
2020-08-19,6076.60009765625,6114.7998046875,6045.0,6112.0,6112.0,425040900,0.005825610008037829
2020-08-20,6112.0,6112.0,6009.60009765625,6013.2998046875,6013.2998046875,505170900,-0.016148592165003306
2020-08-21,6013.2998046875,6036.5,5948.7998046875,6001.89990234375,6001.89990234375,545211700,-0.0018957814700779618
2020-08-24,6001.89990234375,6119.7998046875,6001.89990234375,6104.7001953125,6104.7001953125,452722200,0.017127958586681258
2020-08-25,6104.7001953125,6173.5,6032.10009765625,6037.0,6037.0,538992400,-0.011089847682361764
2020-08-26,6037.0,6050.7998046875,5992.2001953125,6045.60009765625,6045.60009765625,405657200,0.0014245647931505623
2020-08-27,6045.60009765625,6062.5,6000.0,6000.0,6000.0,496427000,-0.007542691696383996
2020-08-28,6000.0,6033.0,5962.5,5963.60009765625,5963.60009765625,928308900,-0.006066650390625039
2020-09-01,5963.60009765625,5972.5,5824.0,5862.10009765625,5862.10009765625,1041226100,-0.017019920574468217
2020-09-02,5862.10009765625,5974.7001953125,5862.10009765625,5941.0,5941.0,670603500,0.013459323626236808
2020-09-03,5941.0,5996.2001953125,5838.0,5850.89990234375,5850.89990234375,698951400,-0.015165813441550213
2020-09-04,5850.89990234375,5904.2001953125,5778.39990234375,5799.10009765625,5799.10009765625,672211400,-0.008853305568729652
2020-09-07,5799.10009765625,5946.89990234375,5798.5,5937.39990234375,5937.39990234375,542562600,0.02384849413849488
2020-09-08,5937.39990234375,5985.2998046875,5868.89990234375,5930.2998046875,5930.2998046875,741088100,-0.0011958260809495913
2020-09-09,5930.2998046875,6031.2998046875,5923.39990234375,6012.7998046875,6012.7998046875,670411100,0.013911606953629807
2020-09-10,6012.7998046875,6028.7998046875,5950.60009765625,6003.2998046875,6003.2998046875,602947200,-0.001579962797463197
2020-09-11,6003.2998046875,6057.7001953125,5992.89990234375,6032.10009765625,6032.10009765625,532206600,0.004797410408565961
2020-09-14,6032.10009765625,6080.0,6011.7998046875,6026.2998046875,6026.2998046875,599027600,-0.0009615710738957173
2020-09-15,6026.2998046875,6123.7001953125,6026.2001953125,6105.5,6105.5,696475100,0.013142425348784403
2020-09-16,6105.5,6119.2001953125,6057.60009765625,6078.5,6078.5,712218600,-0.004422242240602725
2020-09-17,6078.5,6078.5,5998.7001953125,6049.89990234375,6049.89990234375,614989900,-0.004705124233980396
2020-09-18,6049.89990234375,6055.2001953125,6006.2998046875,6007.10009765625,6007.10009765625,1606438900,-0.007074464929728741
2020-09-21,6007.10009765625,6007.10009765625,5779.2001953125,5804.2998046875,5804.2998046875,989724600,-0.03376009882836395
2020-09-22,5804.2998046875,5871.2998046875,5794.5,5829.5,5829.5,793986600,0.004341642602980089
2020-09-23,5829.5,5974.89990234375,5829.5,5899.2998046875,5899.2998046875,745841800,0.011973549135860795
2020-09-24,5899.2998046875,5899.2998046875,5805.2998046875,5822.7998046875,5822.7998046875,707125700,-0.012967640657830959
2020-09-25,5822.7998046875,5843.7001953125,5771.5,5842.7001953125,5842.7001953125,742745800,0.0034176669802350457
2020-09-28,5842.7001953125,5954.39990234375,5842.7001953125,5927.89990234375,5927.89990234375,915339300,0.014582248649281038
2020-09-29,5927.89990234375,5927.89990234375,5862.89990234375,5897.5,5897.5,677894800,-0.005128275248327041
2020-09-30,5897.5,5931.39990234375,5854.5,5866.10009765625,5866.10009765625,831982500,-0.0053242733944468545
2020-10-01,5866.10009765625,5925.7998046875,5849.7998046875,5879.5,5879.5,729252500,0.0022842948672328056
2020-10-02,5879.5,5902.10009765625,5809.60009765625,5902.10009765625,5902.10009765625,708115400,0.003843880883791062
2020-10-05,5902.10009765625,5974.2001953125,5902.10009765625,5942.89990234375,5942.89990234375,637260500,0.006912760544963037
2020-10-06,5942.89990234375,5971.5,5903.39990234375,5949.89990234375,5949.89990234375,911383000,0.0011778761404410698
2020-10-07,5949.89990234375,5977.2001953125,5929.2001953125,5946.2998046875,5946.2998046875,762006800,-0.0006050686087730739
2020-10-08,5946.2998046875,6004.2001953125,5929.39990234375,5978.0,5978.0,741665900,0.005331079217955059
2020-10-09,5978.0,6040.5,5978.0,6016.7001953125,6016.7001953125,676779000,0.006473769707678212
2020-10-12,6016.7001953125,6037.10009765625,5995.10009765625,6001.39990234375,6001.39990234375,600961600,-0.002542970809925049
2020-10-13,6001.39990234375,6008.0,5950.0,5969.7001953125,5969.7001953125,786877800,-0.005282052112352997
2020-10-14,5969.7001953125,6009.7998046875,5926.5,5935.10009765625,5935.10009765625,613220800,-0.005795952313219721
2020-10-15,5935.10009765625,5935.10009765625,5786.2001953125,5832.5,5832.5,667215200,-0.01728700375192771
2020-10-16,5832.5,5933.7998046875,5832.5,5919.60009765625,5919.60009765625,669807200,0.014933578680883075
2020-10-19,5919.60009765625,5959.7001953125,5872.0,5884.7001953125,5884.7001953125,522720700,-0.0058956520318944605
2020-10-20,5884.7001953125,5915.5,5861.7998046875,5889.2001953125,5889.2001953125,576524900,0.0007646948613599935
2020-10-21,5889.2001953125,5903.39990234375,5769.60009765625,5776.5,5776.5,632347400,-0.019136757382132052
2020-10-22,5776.5,5796.39990234375,5716.39990234375,5785.7001953125,5785.7001953125,664916300,0.0015926937267376484
2020-10-23,5785.7001953125,5885.39990234375,5781.7998046875,5860.2998046875,5860.2998046875,852798000,0.012893791046317826
2020-10-26,5860.2998046875,5868.39990234375,5782.39990234375,5792.0,5792.0,870052100,-0.011654660506083436
2020-10-27,5792.0,5806.2001953125,5728.2001953125,5729.0,5729.0,756732600,-0.01087707182320441
2020-10-28,5729.0,5729.0,5525.5,5582.7998046875,5582.7998046875,1107558600,-0.0255193219257287
2020-10-29,5582.7998046875,5616.60009765625,5534.7001953125,5581.7998046875,5581.7998046875,964959700,-0.0001791215940002422
2020-10-30,5581.7998046875,5593.39990234375,5534.10009765625,5577.2998046875,5577.2998046875,823613300,-0.0008061915793219354
2020-11-02,5577.2998046875,5665.2998046875,5554.7001953125,5655.0,5655.0,755064600,0.01393150772479479
2020-11-03,5655.0,5787.60009765625,5655.0,5786.7998046875,5786.7998046875,803790300,0.023306773596374786
2020-11-04,5786.7998046875,5885.7001953125,5711.2001953125,5883.2998046875,5883.2998046875,781517600,0.01667588360700356
2020-11-05,5883.2998046875,5933.10009765625,5881.89990234375,5906.2001953125,5906.2001953125,900001200,0.003892439852674956
2020-11-06,5906.2001953125,5950.2001953125,5858.5,5910.0,5910.0,848478100,0.0006433585997500657
2020-11-09,5910.0,6258.2998046875,5910.0,6186.2998046875,6186.2998046875,2067706200,0.046751235987732676
2020-11-10,6186.2998046875,6307.0,6180.5,6296.89990234375,6296.89990234375,1717346100,0.01787823111522102
2020-11-11,6296.89990234375,6397.2998046875,6293.2001953125,6382.10009765625,6382.10009765625,1283397300,0.013530498599920282
2020-11-12,6382.10009765625,6382.10009765625,6295.7998046875,6338.89990234375,6338.89990234375,1014492200,-0.006768962355881092
2020-11-13,6338.89990234375,6339.0,6280.39990234375,6316.39990234375,6316.39990234375,1010712500,-0.0035495117996232617
2020-11-16,6316.39990234375,6463.5,6316.39990234375,6421.2998046875,6421.2998046875,1293581100,0.0166075460650974
2020-11-17,6421.2998046875,6424.5,6309.0,6365.2998046875,6365.2998046875,1225248200,-0.00872097576866293
2020-11-18,6365.2998046875,6395.89990234375,6326.7001953125,6385.2001953125,6385.2001953125,979740000,0.0031263870101365665
2020-11-19,6385.2001953125,6385.2001953125,6314.2998046875,6334.39990234375,6334.39990234375,929024200,-0.007955943653269237
2020-11-20,6334.39990234375,6386.7001953125,6324.60009765625,6351.5,6351.5,821112500,0.0026995607981623593
2020-11-23,6351.5,6392.10009765625,6325.2001953125,6333.7998046875,6333.7998046875,943708400,-0.0027867740395969287
2020-11-24,6333.7998046875,6432.39990234375,6333.7001953125,6432.2001953125,6432.2001953125,1301560700,0.015535759521823955
2020-11-25,6432.2001953125,6468.7001953125,6375.2998046875,6391.10009765625,6391.10009765625,1129314000,-0.0063897416759823855
2020-11-26,6391.10009765625,6412.7001953125,6349.5,6362.89990234375,6362.89990234375,736272500,-0.004412416466899272
2020-11-27,6362.89990234375,6375.89990234375,6302.2001953125,6367.60009765625,6367.60009765625,1448127900,0.000738687608580646
2020-11-30,6367.60009765625,6404.0,6266.2001953125,6266.2001953125,6266.2001953125,1355075300,-0.015924351527834224
2020-12-01,6266.2001953125,6400.2001953125,6263.60009765625,6384.7001953125,6384.7001953125,839858300,0.018910982143316435
